HumanGeneName	MouseGeneName
COG1	Cog1
HNRNPC	Hnrnpc
COMMD9	Commd9
ORMDL3	Ormdl3
FAM168A	Fam168a
GAMT	Gamt
COQ8B	Coq8b
SLC25A42	Slc25a42
STT3A	Stt3a
FASTKD3	Fastkd3
TGDS	Tgds
ERLEC1	Erlec1
DTHD1	Dthd1
ACTR5	Actr5
TSNAX	Tsnax
GAS2L1	Gas2l1
THUMPD3	Thumpd3
KCNIP3	Kcnip3
LRRC24	Lrrc24
RNF213	Rnf213
ZNF131	Zfp131
RBM34	Rbm34
HID1	Hid1
SH3D19	Sh3d19
KIAA0513	6430548M08Rik
AGTPBP1	Agtpbp1
DUT	Dut
KCNAB2	Kcnab2
KIAA0930	5031439G07Rik
POLE	Pole
CEP55	Cep55
USH1G	Ush1g
SEC61G	Gm10177
HAUS6	Haus6
RASGRP3	Rasgrp3
CAPZB	Capzb
SEPTIN7	Septin7
FAU	Fau
FAM20A	Fam20a
TRIM29	Trim29
PRKAR1B	Prkar1b
GALNS	Galns
NCAPG	Ncapg
CHST1	Chst1
SZRD1	Szrd1
UQCC3	Uqcc3
RIMS2	Rims2
FBXW11	Fbxw11
PLGRKT	Plgrkt
SCRT1	Scrt1
GCSH	Gcsh
SELENON	Selenon
SUDS3	Suds3
EXOSC4	Exosc4
ARL4D	Arl4d
MBOAT1	Mboat1
LZTFL1	Lztfl1
UQCRC1	Uqcrc1
ARL16	Arl16
TRMT112	Trmt112-ps2
CYP4V2	Cyp4v3
PEX11A	Pex11a
PKM	Pkm
MXD3	Mxd3
RAD51	Rad51
TMEM14B	Tmem14c
SORCS3	Sorcs3
ETS2	Ets2
SFSWAP	Sfswap
SNRNP48	Snrnp48
EXOC2	Exoc2
SLC26A6	Slc26a6
TLK2	Tlk2
DOHH	Dohh
USP13	Usp13
PAN3	Pan3
PPID	Ppid
USP47	Usp47
MTHFD2	Mthfd2
KCNK9	Kcnk9
OSTC	Ostc
ANKRA2	Ankra2
MRPS22	Mrps22
PIK3R5	Pik3r5
PPP1R26	Ppp1r26
EVA1B	Eva1b
SUPT4H1	Supt4a
ZMIZ2	Zmiz2
UBLCP1	Ublcp1
MPRIP	Mprip
NSDHL	Nsdhl
PLA2G6	Pla2g6
TAF12	Taf12
SCFD2	Scfd2
RNPEP	Rnpep
RUFY2	Rufy2
MTFR1L	Mtfr1l
SLC25A2	Slc25a2
C1GALT1	C1galt1
ODF3B	Odf3b
ODF3	Odf3
PHLDA2	Phlda2
TPRG1	Tprg
MBTD1	Mbtd1
EFS	Efs
AIFM2	Aifm2
FRRS1	Frrs1
LDLRAD2	Ldlrad2
SGSM1	Sgsm1
SENP6	Senp6
SLC44A4	Slc44a4
ARHGEF38	Arhgef38
ACTN4	Actn4
ADGRL2	Adgrl2
STPG2	Stpg2
ACP2	Acp2
PSMD2	Psmd2
CECR2	Cecr2
RALGAPA2	Ralgapa2
DLGAP2	Dlgap2
MAP7	Map7
EPS8L2	Eps8l2
THRAP3	Thrap3
GGA3	Gga3
CHDH	Chdh
ABHD15	Abhd15
AUTS2	Auts2
TRPM1	Trpm1
POU2AF2	1810046K07Rik
RAB31	Rab31
PLEKHA6	Plekha6
PCDH11X	Pcdh11x
TPPP2	Tppp2
RADX	Radx
APBB3	Apbb3
PCDH12	Pcdh12
SIPA1	Sipa1
RAI2	Rai2
CDH16	Cdh16
ENOX2	Enox2
PELP1	Pelp1
HDX	Hdx
MAN2B2	Man2b2
FAM135B	Fam135b
GPR35	Gpr35
SVBP	Svbp
STK39	Stk39
TTC34	Ttc34
BTG3	Btg3
NOSIP	Nosip
POLR2C	Polr2c
SCP2D1	Scp2d1
TOMM20	Tomm20
TRIP4	Trip4
PDZD11	Pdzd11
DIP2C	Dip2c
SLC25A26	Slc25a26
PLPP6	Plpp6
TMEM240	Tmem240
NDUFB4	Ndufb4
OPTN	Optn
PDE6D	Pde6d
ADAL	Adal
SLC25A14	Slc25a14
SLC25A30	Slc25a30
SAMD8	Samd8
TTC41P	Ttc41
TOX4	Tox4
ARFIP1	Arfip1
PTCD2	Ptcd2
HMGN2	Hmgn2
BCL2L12	Bcl2l12
SLC16A9	Slc16a9
C8orf44-SGK3	Sgk3
VAMP7	Vamp7
LONP1	Lonp1
HGH1	Hgh1
CLCN3	Clcn3
PTGES2	Ptges2
MAPKAPK3	Mapkapk3
PAK1	Pak1
EXOSC7	Exosc7
GEMIN4	Gemin4
SRGAP2	Srgap2
CCDC38	Ccdc38
CFAP100	Cfap100
NEIL3	Neil3
TIPIN	Tipin
PODN	Podn
MAP3K21	Map3k21
CA6	Car6
DPM2	Dpm2
DPM1	Dpm1
HK2	Hk2
AARS2	Aars2
CSK	Csk
CHP2	Chp2
TARDBP	Tardbp
PDS5A	Pds5a
TIMM17A	Timm17a
TRIM24	Trim24
EXOSC10	Exosc10
ALOX5AP	Alox5ap
ATPAF2	Atpaf2
ELAC1	Elac1
CCDC14	Ccdc14
TTC5	Ttc5
DBT	Dbt
GCDH	Gcdh
E2F4	E2f4
PTCD3	Ptcd3
ARHGEF39	Arhgef39
DIS3L	Dis3l
UNC5A	Unc5a
KBTBD8	Kbtbd8
DCUN1D1	Dcun1d1
PPIE	Ppie
ENO1	Eno1b
SELENOK	Selenok
IER5L	Ier5l
PTOV1	Ptov1
MED25	Med25
ABI3BP	Abi3bp
FASN	Fasn
FAM114A1	Fam114a1
BRDT	Brdt
PSMC6	Psmc6
RASSF2	Rassf2
AKTIP	Aktip
FAM3A	Fam3a
PORCN	Porcn
TRIM25	Trim25
ZMYND11	Zmynd11
LSM12	Lsm12
STK10	Stk10
GPRC5C	Gprc5c
PHF6	Phf6
ILF3	Ilf3
TACR2	Tacr2
C2CD5	C2cd5
DNAJC9	Dnajc9
STRIP1	Strip1
TMEM63B	Tmem63b
SNRPD2	Snrpd2
AKNA	Akna
TK1	Tk1
TRAPPC6A	Trappc6a
PLEKHA1	Plekha1
ODAD3	Odad3
PAQR3	Paqr3
LRIG2	Lrig2
MFSD11	Mfsd11
NR4A1	Nr4a1
UBALD2	Ubald2
ATF1	Atf1
STX8	Stx8
METTL17	Mettl17
PSIP1	Psip1
DNPEP	Dnpep
LCMT1	Lcmt1
MORN3	Morn3
CCNE2	Ccne2
APBB2	Apbb2
POMK	Pomk
PACRG	Pacrg
SUGT1	Sugt1
ANGPTL7	Angptl7
RAD9A	Rad9a
SLC10A3	Slc10a3
ERGIC2	Ergic2
FTSJ3	Ftsj3
EIF3H	Eif3h
LRRIQ3	Lrriq3
SALL2	Sall2
BCAS3	Bcas3
UFSP2	Ufsp2
HK1	Hk1
C1QTNF9	C1qtnf9
PAF1	Paf1
C6	C6
OPA1	Opa1
NCKAP5L	Nckap5l
SLA2	Sla2
LMO3	Lmo3
POLR1B	Polr1b
CDH15	Cdh15
TRAP1	Trap1
OSBPL7	Osbpl7
TNFAIP1	Tnfaip1
ARF6	Arf6
SFXN3	Sfxn3
PRPF38A	Prpf38a
ELOVL1	Elovl1
TMEM39A	Tmem39a
DMC1	Dmc1
DLGAP5	Dlgap5
PPP1R3B	Ppp1r3b
PGGT1B	Pggt1b
CYB561D1	Cyb561d1
SFRP2	Sfrp2
ALOX5	Alox5
SPNS2	Spns2
RCC2	Rcc2
TACR1	Tacr1
TMEM199	Tmem199
STARD8	Stard8
TMF1	Tmf1
FBXW7	Fbxw7
PRPF39	Prpf39
SH3BGRL3	Sh3bgrl3
ZNF750	Zfp750
INTS2	Ints2
GLG1	Glg1
ABLIM3	Ablim3
RPS6KA1	Rps6ka1
RPS6KA3	Rps6ka3
HFM1	Hfm1
DR1	Dr1
CIAO2B	Ciao2b
PEPD	Pepd
ESS2	Ess2
MGST1	Mgst1
MMAA	Mmaa
HIF3A	Hif3a
NUDT16	Nudt16
TRABD2B	Trabd2b
NPHP1	Nphp1
ZNRD2	Znrd2
TNKS	Tnks
A2ML1	Mug2
POLR1E	Polr1e
MTMR7	Mtmr7
PAM16	Pam16l
CLPTM1	Clptm1
CES2	Ces2h
ASB10	Asb10
GSPT2	Gspt2
DAPK2	Dapk2
H2BC5	H2bc14
H2BC13	H2bc23
H2BC15	H2bc3
H2BU1	H2bu2
H2BC9	H2bc9
H2BC11	H2bc18
H2BC14	H2bc22
COX6A2	Cox6a2
PABIR2	Fam122b
ELP6	Elp6
OCSTAMP	Ocstamp
RBM5	Rbm5
RELT	Relt
ALDH18A1	Aldh18a1
ZPR1	Zpr1
RAD52	Rad52
TET1	Tet1
AIP	Aip
PEMT	Pemt
TWF2	Twf2
GALM	Galm
RNF41	Rnf41
CYB5D2	Cyb5d2
CCNB3	Ccnb3
PUDP	Pudp
URM1	Urm1
SOD3	Sod3
R3HDM1	R3hdm1
NEDD9	Nedd9
DENND10	Dennd10
ACP5	Acp5
RABIF	Rabif
CDK2AP2	Cdk2ap2
POLR3H	Polr3h
EYA4	Eya4
PPOX	Ppox
COL9A1	Col9a1
SUPV3L1	Supv3l1
AMT	Amt
AMDHD2	Amdhd2
SSR3	Ssr3
TELO2	Telo2
LRRC59	Lrrc59
TUBE1	Tube1
L3MBTL2	L3mbtl2
HMGCS1	Hmgcs1
HMGCS2	Hmgcs2
SEPTIN6	Septin6
H1-1	H1f1
H1-2	H1f2
H1-3	H1f3
H1-6	H1f6
H1-4	H1f4
H1-5	H1f5
OS9	Os9
CHTF18	Chtf18
ABHD17C	Abhd17c
STK40	Stk40
PIK3R3	Pik3r3
ZDHHC18	Zdhhc18
GSTA1	Gsta2
MNS1	Mns1
LTA4H	Lta4h
QRICH1	Qrich1
CNP	Cnp
KANK1	Kank1
IPP	Ipp
CNOT7	Cnot7
FBXO41	Fbxo41
SYNE4	Syne4
ZNF526	Zfp526
ZNF740	Zfp740
FITM2	Fitm2
MLST8	Mlst8
SGCG	Sgcg
ELOF1	Elof1
SMARCAD1	Smarcad1
LRRC39	Lrrc39
VDR	Vdr
HTR2C	Htr2c
DEF8	Def8
CERCAM	Cercam
PURB	Purb
RANBP10	Ranbp10
CNGB3	Cngb3
SH2D7	Sh2d7
CCAR2	Ccar2
FRA10AC1	Fra10ac1
IDH3B	Idh3b
TTC8	Ttc8
CAPRIN1	Caprin1
KLHL36	Klhl36
ZC3H12B	Zc3h12b
FAM3D	Fam3d
IFRD2	Ifrd2
ZBTB38	Zbtb38
PACSIN3	Pacsin3
TOX2	Tox2
THAP3	Thap3
CNKSR3	Cnksr3
PARK7	Park7
ATP11B	Atp11b
LPAR1	Lpar1
GOSR1	Gosr1
NOC2L	Noc2l
CACNA2D2	Cacna2d2
TGFBR3	Tgfbr3
TPSAB1	Tpsab1
GTF2E2	Gtf2e2
NARF	Narf
CPNE3	Cpne3
RBM18	Rbm18
SPIN2A	Spin2c
SPIN4	Spin4
SPIN1	Spin1
KALRN	Kalrn
TMEM69	Tmem69
MANBA	Manba
ATP11C	Atp11c
CREBBP	Crebbp
IPCEF1	Ipcef1
ATG16L1	Atg16l1
MOSPD1	Mospd1
ANAPC11	Anapc11
CTLA4	Ctla4
SLC25A28	Slc25a28
MED7	Med7
HNRNPDL	Hnrnpdl
ULK3	Ulk3
MUS81	Mus81
AKIRIN1	Akirin1
HSPBP1	Hspbp1
FAM204A	Fam204a
PPIL4	Ppil4
SLC4A11	Slc4a11
SLC29A1	Slc29a1
GRM6	Grm6
ZNF644	Zfp644
PLPP2	Plpp2
RCAN3	Rcan3
SLC35E4	Slc35e4
SYN1	Syn1
TRIP12	Trip12
PRDX3	Prdx3
FXR2	Fxr2
SNAPC3	Snapc3
CEP128	Cep128
CCDC191	Ccdc191
CREM	Crem
CSDE1	Csde1
ELK3	Elk3
SOGA1	Soga1
TMA16	Tma16
NASP	Nasp
HYAL6P	Hyal6
ARHGAP28	Arhgap28
PIN1	Pin1
VPS54	Vps54
CAMKK1	Camkk1
SIRT7	Sirt7
ABCC2	Abcc2
CCER1	Ccer1
GXYLT2	Gxylt2
BCL7C	Bcl7c
BCL7B	Bcl7b
HMOX2	Hmox2
CEP162	Cep162
DCUN1D5	Dcun1d5
PCCA	Pcca
ZNF185	Zfp185
CEACAM4	Psg22
CEACAM1	Ceacam1
CEACAM16	Ceacam16
CEACAM18	Ceacam18
GTF2B	Gtf2b
ELMOD1	Elmod1
COX11	Cox11
KBTBD4	Kbtbd4
SCARB1	Scarb1
TBL2	Tbl2
RPS17	Rps17
MYT1	Myt1
TAF8	Taf8
RAI14	Rai14
HMGN1	Hmgn1
RBBP9	Rbbp9
ENTPD6	Entpd6
SLC16A1	Slc16a1
ATP6V1A	Atp6v1a
AARS1	Aars
NAA50	Naa50
TRMT9B	Trmt9b
OVCA2	Ovca2
SLC2A12	Slc2a12
DNAJC4	Dnajc4
SOS1	Sos1
ENOPH1	Enoph1
LRPAP1	Lrpap1
DEPDC1	Depdc1a
MORN5	Morn5
SARDH	Sardh
CEP97	Cep97
COX10	Cox10
BTN1A1	Btn1a1
RNF180	Rnf180
RAPGEF5	Rapgef5
ESRP2	Esrp2
SBF1	Sbf1
CNTNAP4	Cntnap4
CNTNAP3	Cntnap3
BORA	Bora
CFAP221	Cfap221
RBM15	Rbm15
SPEN	Spen
MCFD2	Mcfd2
ACADL	Acadl
FBXO45	Fbxo45
NDUFAF2	Ndufaf2
HAUS7	Haus7
TMEM130	Tmem130
KLHL17	Klhl17
JOSD2	Josd2
STAU1	Stau1
TAFA3	Tafa3
RAE1	Rae1
VPS53	Vps53
CPM	Cpm
ERCC8	Ercc8
TARM1	Tarm1
OSCAR	Oscar
NUDT15	Nudt15
OSBPL1A	Osbpl1a
TTPAL	Ttpal
PTRH2	Ptrh2
ISG20L2	Isg20l2
EDC4	Edc4
TIMM44	Timm44
DLG3	Dlg3
NDUFA1	Ndufa1
IGHMBP2	Ighmbp2
VAPA	Vapa
KCP	Kcp
PRRC2C	Prrc2c
ACTN2	Actn2
HIPK2	Hipk2
RPL17	Rpl17
TMEM269	Tmem269
SNX15	Snx15
CALM1	Calm3
TOMM70	Tomm70a
UBE3C	Ube3c
CTSC	Ctsc
CLTA	Clta
R3HCC1	R3hcc1
CUL4A	Cul4a
PEX5	Pex5
RCHY1	Rchy1
NDE1	Nde1
WDR76	Wdr76
UTP6	Utp6
TTC39C	Ttc39c
STX11	Stx11
TSPAN14	Tspan14
PDZPH1P	Pdzph1
IPO9	Ipo9
CYSLTR1	Cysltr1
P2RY10	P2ry10
ST18	St18
PANK4	Pank4
HBS1L	Hbs1l
METAP1D	Metap1d
COMMD7	Commd7
OLFM3	Olfm3
SUMF1	Sumf1
PHLDA1	Phlda1
SPINT2	Spint2
EIF2B2	Eif2b2
CKMT1A	Ckmt1
RPF1	Rpf1
ARIH1	Arih1
SBK3	Sbk3
PDZD4	Pdzd4
MFSD13A	Mfsd13a
RCN2	Rcn2
POLR3F	Polr3f
SELENOF	Selenof
DZANK1	Dzank1
XRCC3	Xrcc3
ENPP2	Enpp2
ATXN2L	Atxn2l
MAL2	Mal2
ANKRD29	Ankrd29
CCDC12	Ccdc12
SULT4A1	Sult4a1
ECHDC3	Echdc3
ELOVL7	Elovl7
ASMT	Asmt
BMP5	Bmp5
TOPORSLP	Toporsl
SLC49A3	Mfsd7a
CAPN7	Capn7
DNAAF2	Dnaaf2
STAC3	Stac3
SIVA1	Siva1
UBA2	Uba2
RILPL2	Rilpl2
TFG	Tfg
RRN3	Rrn3
RGCC	Rgcc
GPR19	Gpr19
CREBL2	Crebl2
CAP2	Cap2
UTP23	Utp23
B3GALT5	B3galt5
SLC30A8	Slc30a8
RPRD1A	Rprd1a
COX17	Cox17
PRKRIP1	Prkrip1
ARSK	Arsk
RIF1	Rif1
PYROXD1	Pyroxd1
MAB21L3	Mab21l3
TPRN	Tprn
ARL5A	Arl5a
TSN	Tsn
MSH3	Msh3
ZMYND19	Zmynd19
CLDN15	Cldn15
ELMO1	Elmo1
TENT2	Tent2
LNPEP	Lnpep
SLC27A1	Slc27a1
DNALI1	Dnali1
SUPT3H	Supt3
TCP10L	Tcp10a
CENPJ	Cenpj
RNASEH2B	Rnaseh2b
IGSF3	Igsf3
TMEM30CP	Tmem30c
PMPCA	Pmpca
TOR2A	Tor2a
CCDC141	Ccdc141
MARK4	Mark4
HNRNPL	Hnrnpl
MAN2A1	Man2a1
METTL5	Mettl5
PISD	Pisd
MYO5C	Myo5c
LTBP3	Ltbp3
ZC3H7A	Zc3h7a
CNOT6L	Cnot6l
PLA2G15	Pla2g15
FTL	Ftl2-ps
ZNF146	Zfp146
TMEM184A	Tmem184a
ERI2	Eri2
BMP2K	Bmp2k
ROGDI	Rogdi
KLHL8	Klhl8
JMY	Jmy
TTC33	Ttc33
CC2D2A	Cc2d2a
SAAL1	Saal1
PHOSPHO2	Phospho2
FPGS	Fpgs
EIF1AY	Eif1ad4
EIF1AX	Eif1ax
LRSAM1	Lrsam1
METRNL	Metrnl
FUS	Fus
AK8	Ak8
ZCCHC14	Zcchc14
POLE3	Pole3
SV2B	Sv2b
RNF126	Rnf126
ZC4H2	Zc4h2
CALR4P	Calr4
RGS7	Rgs7
TRIM7	Trim7
TRIM75	Trim75
MRPS5	Mrps5
CEP41	Cep41
BRWD1	Brwd1
FAHD2A	Fahd2a
EXOC3	Exoc3
MRPL15	Mrpl15
ZMPSTE24	Zmpste24
CD2BP2	Cd2bp2
DNAAF4	Dnaaf4
SLC52A1	Slc52a2
REM2	Rem2
YIPF4	Yipf4
CWC15	Cwc15
JPH3	Jph3
TTLL11	Ttll11
ECD	Ecd
NOXA1	Noxa1
RPL32	Rpl32
MIOS	Mios
GPN2	Gpn2
RPS9	Rps9
ATF4	Atf4
ZAR1L	Zar1l
ITPKA	Itpka
DHRS13	Dhrs13
CMTM3	Cmtm3
RPL21	Rpl21
ADAP1	Adap1
TPK1	Tpk1
AP1G1	Ap1g1
CDKAL1	Cdkal1
TADA3	Tada3
MRPS24	Mrps24
SERTAD3	Sertad3
SLC35C2	Slc35c2
RFC3	Rfc3
SPSB1	Spsb1
SLC23A4P	Slc23a4
RFFL	Rffl
CDNF	Cdnf
ZNF593	Zfp593
PRPF18	Prpf18
UBTD2	Ubtd2
GLOD4	Glod4
ACAP1	Acap1
NADK2	Nadk2
DYNC2LI1	Dync2li1
ATG10	Atg10
YPEL1	Ypel1
FBXL4	Fbxl4
CLEC4F	Clec4f
SEC31A	Sec31a
URAD	Urad
ARL6	Arl6
MRPS31	Mrps31
HSF5	Hsf5
GNG14	Gm5741
FHIP2B	Fhip2b
ZFAND4	Zfand4
TMCO1	Tmco1
ACTBL2	Actbl2
PCF11	Pcf11
CNIH2	Cnih2
HLA-DMA	H2-DMa
NXN	Nxn
ANKRD13C	Ankrd13c
MAN1B1	Man1b1
COX7A2L	Cox7a2l
STIMATE	Stimate
POLR3B	Polr3b
CPEB4	Cpeb4
GTPBP3	Gtpbp3
RELCH	Relch
IFT27	Ift27
FAM32A	Fam32a
LPIN1	Lpin1
COQ3	Coq3
OCRL	Ocrl
FTSJ1	Ftsj1
TRPC5	Trpc5
ACAD8	Acad8
CAMLG	Caml
MTA3	Mta3
IKZF5	Ikzf5
LCOR	Lcor
LETM1	Letm1
ARL3	Arl3
WDR74	Wdr74
DNAJC21	Dnajc21
DLST	Dlst
DDX46	Ddx46
COQ9	Coq9
UPB1	Upb1
SRL	Srl
ITGA1	Itga1
EIF2AK1	Eif2ak1
C1QTNF1	C1qtnf1
ECHDC1	Echdc1
RNF32	Rnf32
NAT8L	Nat8l
CD4	Cd4
NIT1	Nit1
AP1S2	Ap1s2
LSR	Lsr
SNX21	Snx21
GSS	Gss
DPF1	Dpf1
HIVEP1	Hivep1
SKP2	Skp2
SLX4	Slx4
TSPAN15	Tspan15
LPCAT3	Lpcat3
MFSD4B	Mfsd4b3-ps
CHODL	Chodl
SRSF11	Srsf11
MFSD8	Mfsd8
SEMA3B	Sema3b
RRAS2	Rras2
ZDHHC13	Zdhhc13
NOA1	Noa1
ZFP36L2	Zfp36l2
NUDCD3	Nudcd3
EXOC3L1	Exoc3l
DET1	Det1
CXXC1	Cxxc1
NELFA	Nelfa
FHIP1A	Fhip1a
FUNDC2	Gm10731
CYFIP2	Cyfip2
KLHL12	Klhl12
CHD8	Chd8
MCU	Mcu
SGF29	Sgf29
ICMT	Icmt
PIM1	Pim1
TUBD1	Tubd1
PRDX6	Prdx6
SNX7	Snx7
RBMX2	Rbmx2
TBCB	Tbcb
DTWD1	Dtwd1
KANSL2	Kansl2
SMNDC1	Smndc1
CYP4A11	Cyp4a32
CYP4X1	Cyp4x1
CYP4B1	Cyp4b1
ODF3L2	Odf3l2
NUDCD2	Nudcd2
MRPL45	Mrpl45
SLC25A4	Slc25a4
PPP3CC	Ppp3cc
ACTR8	Actr8
RILPL1	Rilpl1
TCAF1	Tcaf1
TCAF2	Tcaf2
RHBDL3	Rhbdl3
NKIRAS2	Nkiras2
GADD45G	Gadd45g
HOOK2	Hook2
ZNF648	Zfp648
BTD	Btd
KATNB1	Katnb1
BBOX1	Bbox1
AGA	Aga
PABPC4	Pabpc4
PABPC4L	Pabpc4l
PABPC5	Pabpc5
CPB2	Cpb2
HDAC11	Hdac11
ANKDD1A	Ankdd1a
TMPRSS2	Tmprss2
LCA5	Lca5
DNAJC7	Dnajc7
SLC39A3	Slc39a3
OCEL1	Ocel1
MEIG1	Meig1
CFAP97	Cfap97
FIGNL2	Fignl2
PSMC4	Psmc4
NUDT6	Nudt6
COG6	Cog6
SLBP	Slbp
USP5	Usp5
CREB3	Creb3
OXA1L	Oxa1l
DELE1	Dele1
WDR83	Wdr83
ARHGAP42	Arhgap42
FAM98B	Fam98b
LRRC20	Lrrc20
THOC6	Thoc6
SPRYD4	Spryd4
SRR	Srr
RTBDN	Rtbdn
NPLOC4	Nploc4
GDPD1	Gdpd1
SH3TC2	Sh3tc2
RGS2	Rgs2
TAGLN2	Tagln2
ASS1	Ass1
NDFIP1	Ndfip1
MLYCD	Mlycd
AFMID	Afmid
CES1	Ces1b
CES3	Ces3a
CES4A	Ces4a
CES5A	Ces5a
NPM1	Npm1
SLC41A1	Slc41a1
HPRT1	Hprt
ZC3H13	Zc3h13
RRAD	Rrad
AZI2	Azi2
UCHL5	Uchl5
RRP7A	Rrp7a
GPR84	Gpr84
RNF25	Rnf25
CORO6	Coro6
STOML1	Stoml1
GLUD1	Glud1
BCKDHA	Bckdha
FAM178B	Fam178b
SLF2	Slf2
CHCHD4	Chchd4
MRPS7	Mrps7
ADPRS	Adprs
CCDC3	Ccdc3
DUSP16	Dusp16
CMC1	Cmc1
NANP	Nanp
NMNAT1	Nmnat1
ING2	Ing2
SLC13A3	Slc13a3
KAT8	Kat8
GLRX3	Glrx3
MYH14	Myh14
MANF	Manf
DDT	Ddt
SPTLC1	Sptlc1
RXYLT1	Rxylt1
PPP1CC	Ppp1ccb
CORO7	Coro7
FAH	Fah
MPV17L2	Mpv17l2
KCNAB1	Kcnab1
ARL2	Arl2
SEC24C	Sec24c
EIF3L	Eif3l
ULK4	Ulk4
POP4	Pop4
TAT	Tat
DNAJA3	Dnaja3
SERBP1	Serbp1
METAP1	Metap1
EAF1	Eaf1
ZBTB46	Zbtb46
CIB2	Cib2
MIF4GD	Mif4gd
PLEKHF1	Plekhf1
MIEN1	Mien1
TRNAU1AP	Trnau1ap
TM9SF2	Tm9sf2
NAA10	Naa10
NAA11	Naa11
TPM2	Tpm2
SEC13	Sec13
RPP21	Rpp21
MBL2	Mbl2
TBC1D23	Tbc1d23
SFTPA1	Sftpa1
GSTA3	Gsta3
ERRFI1	Errfi1
DDX23	Ddx23
TMTC1	Tmtc1
HNRNPD	Hnrnpd
MRRF	Mrrf
SLC9B1	Slc9b1
SLC9B2	Slc9b2
DERL3	Derl3
RBM15B	Rbm15b
GAL3ST1	Gal3st1
RGL1	Rgl1
EED	Eed
CMTM4	Cmtm4
RANGAP1	Rangap1
NDUFS7	Ndufs7
TIMM8A	Timm8a1
CSNK1G1	Csnk1g1
PPIL2	Ppil2
CTRB1	Ctrb1
ZDHHC2	Zdhhc2
SEC11C	Sec11c
SEC11A	Sec11a
DYNLT5	Dynlt5
CPPED1	Cpped1
RPL39	Rpl39-ps
RPL39L	Rpl39l
P4HB	P4hb
BARHL2	Barhl2
ZDHHC4	Zdhhc4
SCAMP4	Scamp4
RIMKLA	Rimkla
RIMKLB	Rimklb
PLEK	Plek
SLC45A2	Slc45a2
IGFBP7	Igfbp7
TMEM60	Tmem60
BAZ1B	Baz1b
DGKK	Dgkk
NUP85	Nup85
RXFP3	Rxfp3
LRRC8D	Lrrc8d
INTS6L	Ints6l
PROK1	Prok1
ACSL1	Acsl1
KIZ	Kiz
EXOC6B	Exoc6b
UBXN8	Ubxn8
MED28	Med28
PDLIM7	Pdlim7
ZMYND12	Zmynd12
RPS13	Rps13-ps5
ATP8B2	Atp8b2
TEFM	Tefm
MRPL22	Mrpl22
SUMO2	Gm13690
MORF4L1	Morf4l1-ps1
MORF4L2	Morf4l2
PHYH	Phyh
KAT2A	Kat2a
MPV17L	Mpv17l
RRAGC	Rragc
MGAT4C	Mgat4c
VAPB	Vapb
DMAC1	Dmac1
CRELD2	Creld2
RPL26	Rpl26
IMP3	Imp3
FBXL22	Fbxl22
SLC16A4	Slc16a4
MICOS10	Micos10
SEMA3G	Sema3g
STX16	Stx16
SPTY2D1	Spty2d1
STX5	Stx5a
MAGI3	Magi3
SMC2	Smc2
PKN2	Pkn2
CCL20	Ccl20
NRROS	Nrros
PLEKHG6	Plekhg6
LSM11	Lsm11
TADA2A	Tada2a
RPL10L	Rpl10l
RPL10	Rpl10
DYNC1LI2	Dync1li2
DUS3L	Dus3l
HAPLN3	Hapln3
GNE	Gne
CD163	Cd163
NSFL1C	Nsfl1c
UTP11	Utp11
DNAJB3	Dnajb3
CNKSR1	Cnksr1
HDAC3	Hdac3
TRIM63	Trim63
TM7SF2	Tm7sf2
FHL3	Fhl3
LRRC1	Lrrc1
DPH5	Dph5
ISLR2	Islr2
DDX28	Ddx28
STK11IP	Stk11ip
LRRC8C	Lrrc8c
STOML2	Stoml2
PCYOX1	Pcyox1
A2M	A2m
ATRN	Atrn
LINGO2	Lingo2
SLC26A10	Slc26a10
NDUFB9	Ndufb9
RDH13	Rdh13
SMC3	Smc3
PDIA3	Pdia3
TMED3	Tmed3
FAM136A	Fam136a
GPR88	Gpr88
ATP8A1	Atp8a1
POLR2F	Polr2f
DCLRE1A	Dclre1a
MED8	Med8
KIAA1109	4932438A13Rik
ALG14	Alg14
PCMTD1	Pcmtd1
AGTRAP	Agtrap
CCNQ	Ccnq
TTC4	Ttc4
CHEK2	Chek2
DNAI4	Dnai4
NECAB2	Necab2
ABCG5	Abcg5
LIAS	Lias
IER5	Ier5
TMEM170A	Tmem170
RPS6KA2	Rps6ka2
CASR	Casr
THYN1	Thyn1
ZFYVE9	Zfyve9
SELENBP1	Selenbp2
DUSP2	Dusp2
AGPAT1	Agpat1
AGPAT2	Agpat2
ATP13A2	Atp13a2
SAP18	Sap18
DDA1	Dda1
DIPK1B	Dipk1b
RPS27A	Rps27a
PLTP	Pltp
MRPS2	Mrps2
TUBB2A	Tubb2a
FBN1	Fbn1
CC2D1B	Cc2d1b
RNF103	Rnf103
MED24	Med24
SEMA6A	Sema6a
PSMD7	Psmd7
CCDC90B	Ccdc90b
POLR2A	Polr2a
PNISR	Pnisr
CUZD1	Cuzd1
COX15	Cox15
NR1H4	Nr1h4
MCCC1	Mccc1
CARMIL1	Carmil1
CYB5B	Cyb5b
FUT10	Fut10
ALG8	Alg8
DHX38	Dhx38
EPS8L1	Eps8l1
MSMO1	Msmo1
SFXN2	Sfxn2
NAE1	Nae1
FOXL2	Foxl2
SHISA4	Shisa4
ADAM28	Adam28
FAM219B	Fam219b
LRATD2	Lratd2
DGCR8	Dgcr8
