GeneName	MGI_id	FeatureType	HumanGeneName
Gm16539	MGI:4414959	Pseudogene	
Gm16540	MGI:4414960	Gene	
Gm16541	MGI:4414961	Gene	
Fhitos	MGI:4414962	Gene	
Hmgb3-ps	MGI:4414963	Pseudogene	
Gm16545	MGI:4414965	Pseudogene	
Gm16546	MGI:4414966	Pseudogene	
Gm16547	MGI:4414967	Pseudogene	
Gm16548	MGI:4414968	Gene	
Gm16549	MGI:4414969	Gene	
Gm16550	MGI:4414970	Pseudogene	
Gm16551	MGI:4414971	Gene	
Gm16552	MGI:4414972	Gene	
Gm16553	MGI:4414973	Gene	
Gm16554	MGI:4414974	Gene	
Gm16555	MGI:4414975	Gene	
Gm16556	MGI:4414976	Gene	
Gm16557	MGI:4414977	Pseudogene	
Gm16558	MGI:4414978	Pseudogene	
Gm16559	MGI:4414979	Gene	
Gm16560	MGI:4414980	Pseudogene	
Gm16561	MGI:4414981	Pseudogene	
Rps19-ps11	MGI:4414982	Pseudogene	
Gm16563	MGI:4414983	Pseudogene	
Gm16564	MGI:4414984	Gene	
Gm16565	MGI:4414985	Gene	
Gm16567	MGI:4414987	Gene	
Gm16568	MGI:4414988	Gene	
Gm16569	MGI:4414989	Pseudogene	
Gm16570	MGI:4414990	Pseudogene	
Gm16571	MGI:4414991	Pseudogene	
Gm16572	MGI:4414992	Gene	
Gm16573	MGI:4414993	Gene	
Gm16574	MGI:4414994	Pseudogene	
Gm16575	MGI:4414995	Gene	
Gm16576	MGI:4414996	Gene	
Gm16577	MGI:4414997	Gene	
Gm16578	MGI:4414998	Gene	
Gm16579	MGI:4414999	Gene	
Gm16580	MGI:4415000	Pseudogene	
Gm16581	MGI:4415001	Pseudogene	
Gm16582	MGI:4415002	Gene	
Far2os1	MGI:4415003	Gene	
Gm16584	MGI:4415004	Pseudogene	
Gm16585	MGI:4415005	Pseudogene	
Gm16587	MGI:4415007	Gene	
Gm16588	MGI:4415008	Pseudogene	
Gm16589	MGI:4418561	Pseudogene	
n-R5s1	MGI:4421733	Gene	
n-R5s2	MGI:4421736	Gene	
n-R5s5	MGI:4421739	Gene	
n-R5s7	MGI:4421741	Gene	
n-R5s12	MGI:4421746	Gene	
n-R5s13	MGI:4421747	Gene	
n-R5s25	MGI:4421760	Gene	
n-R5s28	MGI:4421873	Gene	
n-R5s33	MGI:4421878	Gene	
n-R5s41	MGI:4421886	Gene	
n-R5s58	MGI:4421903	Gene	
n-R5s60	MGI:4421905	Gene	
n-R5s64	MGI:4421909	Gene	
n-R5s65	MGI:4421910	Gene	
n-R5s71	MGI:4421916	Gene	
n-R5s85	MGI:4421933	Gene	
n-R5s86	MGI:4421934	Gene	
n-R5s88	MGI:4421936	Gene	
n-R5s92	MGI:4421940	Gene	
n-R5s93	MGI:4421941	Gene	
n-R5s100	MGI:4421948	Gene	
n-R5s101	MGI:4421949	Gene	
n-R5s102	MGI:4421950	Gene	
n-R5s103	MGI:4421951	Gene	
n-R5s104	MGI:4421952	Gene	
n-R5s105	MGI:4421953	Gene	
n-R5s106	MGI:4421954	Gene	
n-R5s107	MGI:4421955	Gene	
n-R5s108	MGI:4421956	Gene	
n-R5s109	MGI:4421957	Gene	
n-R5s110	MGI:4421958	Gene	
n-R5s111	MGI:4421959	Gene	
n-R5s112	MGI:4421960	Gene	
n-R5s113	MGI:4421961	Gene	
n-R5s114	MGI:4421962	Gene	
n-R5s115	MGI:4421965	Gene	
n-R5s117	MGI:4421967	Gene	
n-R5s118	MGI:4421968	Gene	
n-R5s119	MGI:4421971	Gene	
n-R5s120	MGI:4421972	Gene	
n-R5s121	MGI:4421973	Gene	
n-R5s122	MGI:4421974	Gene	
n-R5s123	MGI:4421975	Gene	
n-R5s124	MGI:4421976	Gene	
n-R5s125	MGI:4421979	Gene	
n-R5s127	MGI:4421983	Gene	
n-R5s128	MGI:4421984	Gene	
n-R5s129	MGI:4421985	Gene	
n-R5s130	MGI:4421986	Gene	
n-R5s131	MGI:4421987	Gene	
n-R5s133	MGI:4421989	Gene	
n-R5s134	MGI:4421990	Gene	
n-R5s136	MGI:4421992	Gene	
n-R5s138	MGI:4421994	Gene	
n-R5s139	MGI:4421995	Gene	
n-R5s141	MGI:4421997	Gene	
n-R5s142	MGI:4421998	Gene	
n-R5s143	MGI:4421999	Gene	
n-R5s144	MGI:4422000	Gene	
n-R5s146	MGI:4422002	Gene	
n-R5s149	MGI:4422007	Gene	
n-R5s151	MGI:4422013	Gene	
n-R5s152	MGI:4422015	Gene	
n-R5s162	MGI:4422026	Gene	
n-R5s173	MGI:4422038	Gene	
n-R5s185	MGI:4422050	Gene	
n-R5s194	MGI:4422059	Gene	
n-R5s195	MGI:4422060	Gene	
n-R5s197	MGI:4422062	Gene	
n-R5s204	MGI:4422069	Gene	
n-R5s209	MGI:4422074	Gene	
n-R5s210	MGI:4422075	Gene	
n-R5s211	MGI:4422076	Gene	
A830021M18Rik	MGI:4437721	Gene	
E030007A22Rik	MGI:4437722	Gene	
E330032C10Rik	MGI:4437727	Gene	
D030040B21Rik	MGI:4437728	Gene	
9330178D15Rik	MGI:4437729	Gene	
F630040K05Rik	MGI:4437734	Gene	
B930092H01Rik	MGI:4437738	Gene	
A230081H15Rik	MGI:4437789	Gene	
D230030E09Rik	MGI:4438394	Gene	
Vmn1r2	MGI:4438400	Gene	
Vmn1r3	MGI:4438436	Gene	
Vmn1r86	MGI:4438438	Gene	
Vmn1r196	MGI:4438447	Gene	
Vmn1r221	MGI:4438449	Gene	
Vmn1r-ps63	MGI:4438458	Pseudogene	
Vmn1r-ps92	MGI:4439036	Pseudogene	
Vmn1r-ps93	MGI:4439038	Pseudogene	
Vmn1r-ps94	MGI:4439040	Pseudogene	
Vmn1r-ps95	MGI:4439042	Pseudogene	
Vmn1r-ps97	MGI:4439044	Pseudogene	
Vmn1r-ps99	MGI:4439048	Pseudogene	
Vmn1r-ps100	MGI:4439051	Pseudogene	
Vmn1r-ps102	MGI:4439057	Pseudogene	
Vmn1r-ps104	MGI:4439058	Pseudogene	
Vmn1r-ps107	MGI:4439059	Pseudogene	
Vmn1r-ps108	MGI:4439060	Pseudogene	
Vmn1r-ps109	MGI:4439061	Pseudogene	
Vmn1r-ps110	MGI:4439062	Pseudogene	
Vmn1r-ps111	MGI:4439063	Pseudogene	
Vmn1r-ps112	MGI:4439064	Pseudogene	
Vmn1r-ps113	MGI:4439065	Pseudogene	
Vmn1r-ps114	MGI:4439066	Pseudogene	
Vmn1r-ps116	MGI:4439067	Pseudogene	
Vmn1r-ps120	MGI:4439068	Pseudogene	
Vmn1r-ps123	MGI:4439075	Pseudogene	
Vmn1r-ps125	MGI:4439076	Pseudogene	
Vmn1r-ps126	MGI:4439077	Pseudogene	
Vmn1r-ps127	MGI:4439078	Pseudogene	
Vmn1r-ps132	MGI:4439079	Pseudogene	
Vmn1r-ps135	MGI:4439317	Pseudogene	
Vmn1r-ps150	MGI:4439321	Pseudogene	
Vmn1r-ps106	MGI:4439328	Pseudogene	
Trav15-1-dv6-1	MGI:4439369	Gene	
Ighv5-12	MGI:4439516	Gene	IGHV3-11
Ighv2-5	MGI:4439517	Gene	
Ighv2-6	MGI:4439518	Gene	
Ighv2-9-1	MGI:4439519	Gene	
Gm16596	MGI:4439520	Gene	
Ighv2-7	MGI:4439521	Gene	
Gm16599	MGI:4439523	Gene	
Trgj3	MGI:4439528	Gene	
Ighv5-17	MGI:4439533	Gene	IGHV3-11
Ighv3-1	MGI:4439534	Gene	
Ighv11-1	MGI:4439535	Gene	
Ighv4-1	MGI:4439536	Gene	
Gm16617	MGI:4439541	Gene	
Gm16618	MGI:4439542	Gene	
Gm16619	MGI:4439543	Gene	
Trdd2	MGI:4439546	Gene	
Trdd1	MGI:4439547	Gene	
Gm16630	MGI:4439554	Gene	
Ighv5-16	MGI:4439556	Gene	
Ighv1-58	MGI:4439557	Gene	
Igkv1-110	MGI:4439558	Gene	
Igkv14-100	MGI:4439559	Gene	
Igkv12-98	MGI:4439560	Gene	
Igkv10-96	MGI:4439561	Gene	
Gm16638	MGI:4439562	Gene	
Trbj1-5	MGI:4439566	Gene	
Trbj1-4	MGI:4439567	Gene	
Trbj1-3	MGI:4439568	Gene	
Trbj1-2	MGI:4439569	Gene	
Trbj1-1	MGI:4439570	Gene	
Trbd1	MGI:4439571	Gene	
Trbj1-7	MGI:4439574	Gene	
Trbj1-6	MGI:4439575	Gene	
Traj9	MGI:4439577	Gene	
Traj11	MGI:4439578	Gene	
Traj19	MGI:4439579	Gene	
Traj16	MGI:4439580	Gene	
Traj14	MGI:4439581	Pseudogene	
Traj15	MGI:4439582	Gene	
Traj12	MGI:4439583	Gene	
Traj13	MGI:4439584	Gene	
Traj35	MGI:4439588	Gene	
Traj34	MGI:4439589	Gene	
Traj33	MGI:4439590	Gene	
Traj32	MGI:4439591	Gene	
Traj40	MGI:4439592	Gene	
Traj39	MGI:4439593	Gene	
Traj38	MGI:4439594	Gene	
Traj37	MGI:4439595	Gene	
Traj30	MGI:4439596	Gene	
Trgj4	MGI:4439597	Gene	
Trgj2	MGI:4439598	Gene	
Gm16675	MGI:4439599	Gene	
Gm16677	MGI:4439601	Gene	
Ighv14-2	MGI:4439607	Gene	
Gm16685	MGI:4439609	Gene	
Igkv1-35	MGI:4439612	Gene	
Igkv18-36	MGI:4439613	Gene	
Igkv12-38	MGI:4439614	Gene	
Igkv6-29	MGI:4439616	Gene	
Ighv1-33	MGI:4439617	Pseudogene	
Ighv1-4	MGI:4439618	Gene	
Ighv6-6	MGI:4439619	Gene	
Ighv10-1	MGI:4439620	Gene	
Ighv1-9	MGI:4439621	Gene	
Ighv7-1	MGI:4439622	Pseudogene	IGHV3-15
Ighv7-2	MGI:4439623	Gene	
Ighv2-9	MGI:4439624	Gene	
Gm16701	MGI:4439625	Gene	
Gm16702	MGI:4439626	Gene	
Ighv1-69	MGI:4439632	Gene	
Ighv1-72	MGI:4439633	Gene	IGHV1-18
Ighv1-74	MGI:4439634	Gene	IGHV1-18
Ighv1-81	MGI:4439635	Gene	
Gm16712	MGI:4439636	Gene	
Ighv1-36	MGI:4439639	Gene	
Ighv1-37	MGI:4439640	Gene	
Ighv1-26	MGI:4439641	Gene	
Mecomos	MGI:4439646	Gene	
Gm16725	MGI:4439649	Gene	
Gm16726	MGI:4439650	Gene	
Igkv4-80	MGI:4439653	Gene	
Igkv4-71	MGI:4439654	Gene	
Gm16731	MGI:4439655	Gene	
Ighj4	MGI:4439658	Gene	
Ighv1-34	MGI:4439659	Gene	IGHV1-18
Gm16740	MGI:4439664	Gene	
Gm16741	MGI:4439665	Gene	
Ighv1-77	MGI:4439670	Gene	
Ighv1-82	MGI:4439671	Gene	
Gm16751	MGI:4439675	Gene	
Gm16754	MGI:4439678	Gene	
Gm16758	MGI:4439682	Gene	
Gm16759	MGI:4439683	Gene	
Gm16764	MGI:4439688	Gene	
Traj57	MGI:4439692	Gene	
Traj56	MGI:4439693	Gene	
Traj59	MGI:4439694	Gene	
Traj58	MGI:4439695	Gene	
Traj53	MGI:4439696	Gene	
Traj52	MGI:4439697	Gene	
Ighd2-5	MGI:4439705	Gene	
Ighd2-8	MGI:4439706	Gene	
Ighd3-2	MGI:4439707	Gene	
Ighd2-3	MGI:4439708	Gene	
Ighd2-4	MGI:4439709	Gene	
Ighv1-56	MGI:4439715	Gene	
Ighv1-55	MGI:4439716	Gene	
Gm16793	MGI:4439717	Gene	
Gm16794	MGI:4439718	Gene	
Gm16796	MGI:4439720	Gene	
Igkv1-117	MGI:4439721	Gene	IGKV2-28
Igkv1-122	MGI:4439722	Gene	
Igkv1-99	MGI:4439724	Gene	
Trbc1	MGI:4439726	Gene	
Trbd2	MGI:4439727	Gene	
Trbj2-1	MGI:4439728	Gene	
Trbj2-2	MGI:4439729	Gene	
Trbj2-4	MGI:4439730	Gene	
Trbj2-7	MGI:4439731	Gene	
Ighv8-13	MGI:4439734	Gene	
Ighv1-75	MGI:4439735	Gene	
Ighv1-78	MGI:4439736	Gene	
Ighv1-76	MGI:4439737	Gene	
Ighv1-80	MGI:4439738	Gene	
Traj21	MGI:4439739	Gene	
Traj20	MGI:4439740	Gene	
Traj27	MGI:4439741	Gene	
Traj26	MGI:4439742	Gene	
Traj29	MGI:4439743	Gene	
Traj28	MGI:4439744	Gene	
Traj23	MGI:4439745	Gene	
Traj22	MGI:4439746	Gene	
Traj25	MGI:4439747	Gene	
Traj24	MGI:4439748	Gene	
Ighv1-52	MGI:4439752	Gene	
Ighv1-50	MGI:4439753	Gene	
Ighv1-49	MGI:4439754	Gene	
Gm16833	MGI:4439757	Gene	
Gm16835	MGI:4439759	Gene	
Trav16n	MGI:4439761	Gene	
Gm16838	MGI:4439762	Gene	
Ighv7-4	MGI:4439763	Gene	
Ighv14-3	MGI:4439764	Gene	
Ighv14-4	MGI:4439765	Gene	
Ighv7-3	MGI:4439766	Pseudogene	
Ighj3	MGI:4439767	Gene	
Gm16845	MGI:4439769	Gene	
Igkv12-41	MGI:4439772	Gene	IGKV1-13
Igkv12-46	MGI:4439773	Gene	
Igkv5-45	MGI:4439774	Gene	
Igkv12-44	MGI:4439775	Gene	IGKV1-13
Gm16853	MGI:4439777	Gene	
Ighv1-19	MGI:4439779	Gene	
Ighv1-18	MGI:4439780	Gene	
Ighv1-14	MGI:4439781	Gene	
Ighv1-15	MGI:4439782	Gene	
Ighv1-22	MGI:4439784	Gene	
Gm16861	MGI:4439785	Gene	
Gm16863	MGI:4439787	Gene	
Ighv1-64	MGI:4439789	Gene	
Gm16867	MGI:4439791	Gene	SLC25A37
Gm16876	MGI:4439800	Gene	
Ighd4-1	MGI:4439801	Gene	
Ighj1	MGI:4439802	Gene	
Ighj2	MGI:4439803	Gene	
Platr22	MGI:4439804	Gene	
Ighv5-9-1	MGI:4439810	Gene	
Ighv2-6-8	MGI:4439811	Gene	
Ighv5-15	MGI:4439812	Gene	
Ighv5-6	MGI:4439815	Gene	
Gm16892	MGI:4439816	Gene	
Gm16894	MGI:4439818	Gene	
Igkv4-61	MGI:4439819	Gene	
Gm16897	MGI:4439821	Gene	
Ighv1-61	MGI:4439824	Gene	IGHV1-18
Ighv1-66	MGI:4439825	Gene	
Igkv13-85	MGI:4439827	Gene	
Igkv1-88	MGI:4439828	Gene	
Igkv12-89	MGI:4439829	Gene	
Igkv4-90	MGI:4439830	Gene	
Gm16907	MGI:4439831	Gene	
Carmn	MGI:4439832	Gene	CARMN
Trac	MGI:4439838	Gene	
Traj4	MGI:4439839	Gene	
Traj3	MGI:4439840	Gene	
Traj1	MGI:4439841	Pseudogene	
Traj8	MGI:4439842	Pseudogene	
Traj7	MGI:4439843	Gene	
Traj6	MGI:4439844	Gene	
Traj41	MGI:4439845	Gene	
Traj42	MGI:4439846	Gene	
Traj48	MGI:4439847	Gene	
Traj51	MGI:4439848	Pseudogene	
Traj43	MGI:4439849	Gene	
Traj44	MGI:4439850	Gene	
Traj45	MGI:4439851	Gene	
Traj46	MGI:4439852	Gene	
Ighv6-3	MGI:4439854	Gene	
Ighv13-1	MGI:4439855	Gene	
Ighv3-6	MGI:4439856	Gene	IGHV4-28
Gm16933	MGI:4439857	Gene	
Gm16938	MGI:4439862	Gene	
Igkv14-111	MGI:4439863	Gene	IGKV1-12
Trav15n-1	MGI:4439864	Gene	
Ighd2-6	MGI:4439865	Gene	
Ighd2-7	MGI:4439866	Gene	
Igkv6-25	MGI:4439867	Gene	IGKV4-1
Igkv8-27	MGI:4439868	Gene	
Igkv8-26	MGI:4439869	Gene	
Ighd1-1	MGI:4439871	Gene	
Ighv2-3	MGI:4439872	Gene	
Ighv5-9	MGI:4439873	Gene	
Igkv2-137	MGI:4439879	Gene	
Gm16958	MGI:4439882	Gene	
Ighv1-39	MGI:4439888	Gene	
Ighv1-31	MGI:4439889	Gene	
Ighv1-47	MGI:4439890	Gene	
Ighd3-1	MGI:4439891	Gene	
Gm16968	MGI:4439892	Gene	
Ighv5-2	MGI:4439893	Gene	
Ighv2-2	MGI:4439894	Gene	
Ighv5-4	MGI:4439895	Gene	
Gm16973	MGI:4439897	Gene	
Trbj2-3	MGI:4439898	Gene	
Trbj2-5	MGI:4439899	Gene	
Gm16976	MGI:4439900	Gene	
Trav9-2	MGI:4439903	Gene	
Trav13-1	MGI:4439904	Gene	
Trav6-6	MGI:4439905	Gene	
Gm16982	MGI:4439906	Gene	
Gm16984	MGI:4439908	Gene	
Ighv9-1	MGI:4439911	Gene	
Igkv4-56	MGI:4439916	Pseudogene	
Ighv14-1	MGI:4439920	Gene	
Gm16998	MGI:4439922	Gene	
Ighv3-2	MGI:4439923	Pseudogene	
Ighv1-2	MGI:4439924	Pseudogene	
A530072M11Rik	MGI:4440477	Gene	
Trav4-3	MGI:4440478	Gene	
Trgj1	MGI:4440480	Gene	
Trav13d-4	MGI:4440515	Gene	
Traj50	MGI:4440517	Gene	
Traj31	MGI:4440519	Gene	
Traj18	MGI:4440521	Gene	
Traj17	MGI:4440523	Gene	
Trav12-1	MGI:4440525	Gene	
Traj49	MGI:4440527	Gene	
Mir1906-2	MGI:4441422	Gene	
Mir2861	MGI:4441431	Gene	MIR2861
Mir3072	MGI:4441432	Gene	
Mir3099	MGI:4441433	Gene	
Mir3470a	MGI:4441434	Gene	
Mir3470b	MGI:4441435	Gene	
Mir3471-1	MGI:4441436	Gene	
Mir3471-2	MGI:4441437	Gene	
Mir3472	MGI:4441439	Gene	
Mir3473a	MGI:4441440	Gene	
Mir3474	MGI:4441441	Gene	
Mir3475	MGI:4441442	Gene	
Gm17014	MGI:4452399	Pseudogene	
Cahm	MGI:4462384	Gene	
Trdv2-2	MGI:4819748	Gene	
Trdj1	MGI:4819753	Gene	
9530027J09Rik	MGI:4820557	Gene	
Gm17017	MGI:4820558	Gene	
Trim12c	MGI:4821183	Gene	TRIM5
Trim30b	MGI:4821256	Gene	
Trim30c	MGI:4821257	Gene	
Trim30e-ps1	MGI:4821258	Pseudogene	
Trim34b	MGI:4821264	Gene	
Mir1247	MGI:4834215	Gene	MIR1247
Mir1264	MGI:4834216	Gene	MIR1264
Mir1249	MGI:4834217	Gene	MIR1249
Mir1843a	MGI:4834219	Gene	
Mir344d-3	MGI:4834220	Gene	
Mir1298	MGI:4834221	Gene	MIR1298
Mir3059	MGI:4834225	Gene	MIR3059
Mir3058	MGI:4834226	Gene	
Mir3106	MGI:4834227	Gene	
Mir344d-1	MGI:4834228	Gene	
Mir344d-2	MGI:4834229	Gene	
Mir3057	MGI:4834230	Gene	
Mir1251	MGI:4834231	Gene	MIR1251
Mir3060	MGI:4834232	Gene	
Mir3061	MGI:4834233	Gene	
Mir3062	MGI:4834234	Gene	
Mir3063	MGI:4834235	Gene	
Mir3064	MGI:4834237	Gene	MIR3064
Mir3065	MGI:4834238	Gene	MIR3065
Mir3066	MGI:4834239	Gene	
Mir3067	MGI:4834240	Gene	
Mir3068	MGI:4834241	Gene	
Mir3069	MGI:4834242	Gene	
Mir3070a	MGI:4834243	Gene	
Mir3070b	MGI:4834244	Gene	
Mir3071	MGI:4834245	Gene	
Mir3073a	MGI:4834246	Gene	
Mir3074-1	MGI:4834247	Gene	MIR3074
Mir3075	MGI:4834248	Gene	
Mir3076	MGI:4834249	Gene	
Mir3077	MGI:4834250	Gene	
Mir3078	MGI:4834251	Gene	
Mir3079	MGI:4834252	Gene	
Mir3080	MGI:4834253	Gene	
Mir3081	MGI:4834254	Gene	
Mir3082	MGI:4834255	Gene	
Mir3083	MGI:4834256	Gene	
Mir3085	MGI:4834259	Gene	MIR3085
Mir3086	MGI:4834260	Gene	
Mir466m	MGI:4834277	Gene	
Mir669d-2	MGI:4834278	Gene	
Mir466o	MGI:4834279	Gene	
Mir669a-4	MGI:4834281	Gene	
Mir669a-5	MGI:4834282	Gene	
Mir669a-6	MGI:4834283	Gene	
Mir466b-4	MGI:4834285	Gene	
Mir669a-7	MGI:4834286	Gene	
Mir669p-1	MGI:4834287	Gene	
Mir669a-8	MGI:4834288	Gene	
Mir466b-6	MGI:4834289	Gene	
Mir669a-9	MGI:4834290	Gene	
Mir466b-7	MGI:4834291	Gene	
Mir669p-2	MGI:4834292	Gene	
Mir669a-10	MGI:4834293	Gene	
Mir467a-9	MGI:4834294	Gene	
Mir669a-11	MGI:4834295	Gene	
Mir467a-10	MGI:4834296	Gene	
Mir669a-12	MGI:4834297	Gene	
Mir466p	MGI:4834298	Gene	
Mir466n	MGI:4834299	Gene	
Mir3087	MGI:4834301	Gene	
Mir3088	MGI:4834302	Gene	
Mir3089	MGI:4834303	Gene	
Mir3090	MGI:4834304	Gene	
Mir3091	MGI:4834305	Gene	
Mir3092	MGI:4834306	Gene	
Mir3093	MGI:4834307	Gene	
Mir3094	MGI:4834308	Gene	
Mir3095	MGI:4834310	Gene	
Mir3097	MGI:4834312	Gene	
Mir3098	MGI:4834313	Gene	
Mir3100	MGI:4834314	Gene	
Mir3101	MGI:4834315	Gene	
Mir344e	MGI:4834316	Gene	
Mir344b	MGI:4834317	Gene	
Mir344c	MGI:4834318	Gene	
Mir344g	MGI:4834319	Gene	
Mir344f	MGI:4834320	Gene	
Mir3102	MGI:4834321	Gene	
Mir3103	MGI:4834322	Gene	
Mir3104	MGI:4834323	Gene	
Mir3105	MGI:4834324	Gene	
Mir3107	MGI:4834325	Gene	MIR486-2
Mir3074-2	MGI:4834326	Gene	
Mir3108	MGI:4834327	Gene	
Mir3109	MGI:4834328	Gene	
Mir3110	MGI:4834329	Gene	
Mir374c	MGI:4834330	Gene	MIR374C
Mir3112	MGI:4834331	Gene	
Mir1912	MGI:4834332	Gene	MIR1912
Mir466b-8	MGI:4834333	Gene	
Mir466b-5	MGI:4834360	Gene	
Mir3113	MGI:4834361	Gene	
Zfp955a	MGI:4834570	Gene	
Zfp955b	MGI:4834573	Gene	
Trbc2	MGI:4835227	Gene	
Traj2	MGI:4840255	Gene	
Traj5	MGI:4840258	Gene	
9130221F21Rik	MGI:4840488	Gene	
BC147527	MGI:4840510	Gene	
H4c18	MGI:4843992	Gene	
C130080G10Rik	MGI:4844008	Gene	
Gon7	MGI:4845848	Gene	GON7
Zfp963	MGI:4867078	Gene	ZNF44
Gm17019	MGI:4868370	Gene	
Dmrt1i	MGI:4887388	Gene	
Trdv4	MGI:4887419	Gene	TRDV2
Trdj2	MGI:4887422	Gene	
Trav9d-4	MGI:4889087	Gene	TRAV8-3
Gm17241	MGI:4936875	Pseudogene	
Gm17244	MGI:4936878	Gene	
Gm17249	MGI:4936883	Gene	
Gm17250	MGI:4936884	Gene	
Gm17251	MGI:4936885	Gene	RAB11B-AS1
Pate1	MGI:4936886	Gene	PATE1
Ndufab1-ps	MGI:4936891	Pseudogene	
Gm17258	MGI:4936892	Pseudogene	
Gm17259	MGI:4936893	Gene	
Ighd5-2	MGI:4936898	Pseudogene	
Gm17266	MGI:4936900	Gene	
Gm17267	MGI:4936901	Gene	
Gm17268	MGI:4936902	Gene	
Gm17271	MGI:4936905	Pseudogene	
Gm17276	MGI:4936910	Gene	
Tarbp1	MGI:4936930	Gene	TARBP1
Gm17300	MGI:4936934	Gene	
Gm17304	MGI:4936938	Gene	
Gm17308	MGI:4936942	Gene	
Gm17315	MGI:4936949	Gene	
Igkv17-134	MGI:4936953	Pseudogene	
Gm17322	MGI:4936956	Gene	
Gm17324	MGI:4936958	Gene	
Gm17330	MGI:4936964	Pseudogene	
Gm17332	MGI:4936966	Gene	
Gm17333	MGI:4936967	Gene	
Gm17334	MGI:4936968	Gene	
Platr19	MGI:4936971	Gene	
Ighd5-7	MGI:4936973	Pseudogene	
Trav5d-3	MGI:4936976	Pseudogene	
Gm17344	MGI:4936978	Gene	
Ighv2-1	MGI:4936981	Pseudogene	
Gm17349	MGI:4936983	Gene	
Gm17352	MGI:4936986	Pseudogene	
Gm17353	MGI:4936987	Gene	
Gm17354	MGI:4936988	Gene	
Gm17359	MGI:4936993	Gene	C4orf45
Gm17361	MGI:4936995	Gene	
Traj61	MGI:4936997	Pseudogene	
Gm17364	MGI:4936998	Gene	
Pate3	MGI:4936999	Gene	PATE3
Gm17366	MGI:4937000	Pseudogene	
Gm17374	MGI:4937008	Gene	
Gm17376	MGI:4937010	Pseudogene	
Gm17377	MGI:4937011	Pseudogene	
Gm17382	MGI:4937016	Gene	
Gm17383	MGI:4937017	Pseudogene	
Dthd1	MGI:4937018	Gene	DTHD1
Gm17387	MGI:4937021	Gene	
Gm17391	MGI:4937025	Pseudogene	
Gm17396	MGI:4937030	Gene	
Gm17399	MGI:4937033	Gene	
Gm17402	MGI:4937036	Gene	
Gm17409	MGI:4937043	Gene	
Gm17412	MGI:4937046	Gene	
Gm17415	MGI:4937049	Pseudogene	
Gm17416	MGI:4937050	Gene	DEFB117
Gm17420	MGI:4937054	Pseudogene	
Gm17421	MGI:4937055	Pseudogene	
Ighd5-4	MGI:4937058	Pseudogene	
Gm17428	MGI:4937062	Gene	
Gm17430	MGI:4937064	Pseudogene	
Gm17434	MGI:4937068	Gene	
Gm17435	MGI:4937069	Gene	
Gm17450	MGI:4937084	Pseudogene	
Gm17455	MGI:4937089	Gene	C10orf105
Snhg4	MGI:4937091	Gene	
Gm17467	MGI:4937101	Gene	
Gm17469	MGI:4937103	Gene	
Traj55	MGI:4937105	Pseudogene	
Gm17472	MGI:4937106	Gene	
Gm17473	MGI:4937107	Gene	
Gm17477	MGI:4937111	Gene	
Traj54	MGI:4937113	Pseudogene	
Gm17482	MGI:4937116	Gene	
Ighd5-1	MGI:4937117	Pseudogene	
Gm17484	MGI:4937118	Gene	
Ighd6-2	MGI:4937120	Pseudogene	
Gm17490	MGI:4937124	Gene	
Gm17491	MGI:4937125	Gene	
Gm17494	MGI:4937128	Gene	
Esp8	MGI:4937129	Gene	
Gm17501	MGI:4937135	Gene	
Gm17508	MGI:4937142	Gene	
Gm17509	MGI:4937143	Gene	
Gm17511	MGI:4937145	Pseudogene	
Gm17514	MGI:4937148	Pseudogene	
Gm17518	MGI:4937152	Gene	
Gm17521	MGI:4937155	Gene	
Gm17522	MGI:4937156	Gene	
Trbv10	MGI:4937160	Pseudogene	
Gm17528	MGI:4937162	Pseudogene	
Gm17529	MGI:4937163	Gene	
Gm17530	MGI:4937164	Gene	
Igkv2-95-2	MGI:4937167	Pseudogene	
Traj60	MGI:4937168	Pseudogene	
Gm17535	MGI:4937169	Gene	
Ighd5-8	MGI:4937171	Pseudogene	
Gm17538	MGI:4937172	Pseudogene	
Ighv1-30	MGI:4937173	Pseudogene	
Gm17540	MGI:4937174	Gene	
Gm17541	MGI:4937175	Pseudogene	
Gm17542	MGI:4937176	Gene	
Gm17545	MGI:4937179	Gene	
Gm17546	MGI:4937180	Gene	
Gm17552	MGI:4937186	Gene	
Gm17555	MGI:4937189	Gene	
Prox1os	MGI:4937200	Gene	
Gm17571	MGI:4937205	Gene	
Gm17572	MGI:4937206	Pseudogene	
Gm17576	MGI:4937210	Gene	
Gm17577	MGI:4937211	Gene	
Platr30	MGI:4937214	Gene	
Gm17581	MGI:4937215	Gene	
Gm17584	MGI:4937218	Gene	
Gm17586	MGI:4937220	Gene	
Gm17590	MGI:4937224	Gene	
Gm17592	MGI:4937226	Pseudogene	
Gm17597	MGI:4937231	Gene	
Ighd5-6	MGI:4937234	Pseudogene	
Trbj2-6	MGI:4937236	Pseudogene	
Gm17604	MGI:4937238	Gene	
Gm17606	MGI:4937240	Gene	
Traj36	MGI:4937244	Pseudogene	
Gm17611	MGI:4937245	Gene	
Gm17613	MGI:4937247	Gene	
Gm17617	MGI:4937251	Gene	
Gm17619	MGI:4937253	Gene	
Ighd6-1	MGI:4937254	Pseudogene	
Gm17622	MGI:4937256	Gene	
Gm17631	MGI:4937265	Gene	
Gm17634	MGI:4937268	Gene	
